,Max Iter,Alpha,Num Node 1,Num Node 2,Accuracy
255,1000,1e-05,11,1,0.616
256,1000,1e-05,11,11,0.616
257,1000,1e-05,11,21,0.616
258,1000,1e-05,11,31,0.616
259,1000,1e-05,11,41,0.616
260,1000,1e-05,21,1,0.616
261,1000,1e-05,21,11,0.616
262,1000,1e-05,21,21,0.616
263,1000,1e-05,21,31,0.616
264,1000,1e-05,21,41,0.616
265,1000,1e-05,31,1,0.616
266,1000,1e-05,31,11,0.616
267,1000,1e-05,31,21,0.616
268,1000,1e-05,31,31,0.616
269,1000,1e-05,31,41,0.616
270,1000,1e-05,41,1,0.616
271,1000,1e-05,41,11,0.616
272,1000,1e-05,41,21,0.616
273,1000,1e-05,41,31,0.616
274,1000,1e-05,41,41,0.616
275,1000,1e-07,1,1,0.486
276,1000,1e-07,1,11,0.43
277,1000,1e-07,1,21,0.523
278,1000,1e-07,1,31,0.481
279,1000,1e-07,1,41,0.502
280,1000,1e-07,11,1,0.447
281,1000,1e-07,11,11,0.57
282,1000,1e-07,11,21,0.549
283,1000,1e-07,11,31,0.502
284,1000,1e-07,11,41,0.523
285,1000,1e-07,21,1,0.477
286,1000,1e-07,21,11,0.507
287,1000,1e-07,21,21,0.502
288,1000,1e-07,21,31,0.498
289,1000,1e-07,21,41,0.477
290,1000,1e-07,31,1,0.472
291,1000,1e-07,31,11,0.481
292,1000,1e-07,31,21,0.477
293,1000,1e-07,31,31,0.523
294,1000,1e-07,31,41,0.523
295,1000,1e-07,41,1,0.481
296,1000,1e-07,41,11,0.477
297,1000,1e-07,41,21,0.498
298,1000,1e-07,41,31,0.477
299,1000,1e-07,41,41,0.523
