,Max Iter,Alpha,Num Node 1,Num Node 2,MSE
191,500,1e-05,7,3,1.565
192,500,1e-05,7,5,1.713
193,500,1e-05,7,7,2.454
194,500,1e-05,7,9,2.534
195,500,1e-05,9,1,1.417
196,500,1e-05,9,3,1.375
197,500,1e-05,9,5,1.589
198,500,1e-05,9,7,2.068
199,500,1e-05,9,9,2.33
200,1000,0.1,1,1,
201,1000,0.1,1,3,
202,1000,0.1,1,5,
203,1000,0.1,1,7,
204,1000,0.1,1,9,
205,1000,0.1,3,1,
206,1000,0.1,3,3,
207,1000,0.1,3,5,
208,1000,0.1,3,7,
209,1000,0.1,3,9,
210,1000,0.1,5,1,
211,1000,0.1,5,3,
212,1000,0.1,5,5,
213,1000,0.1,5,7,
214,1000,0.1,5,9,
215,1000,0.1,7,1,
216,1000,0.1,7,3,
217,1000,0.1,7,5,
218,1000,0.1,7,7,
219,1000,0.1,7,9,
220,1000,0.1,9,1,
221,1000,0.1,9,3,
222,1000,0.1,9,5,
223,1000,0.1,9,7,
224,1000,0.1,9,9,
225,1000,0.01,1,1,
226,1000,0.01,1,3,1.586
227,1000,0.01,1,5,
228,1000,0.01,1,7,
229,1000,0.01,1,9,
230,1000,0.01,3,1,
231,1000,0.01,3,3,
232,1000,0.01,3,5,
233,1000,0.01,3,7,
234,1000,0.01,3,9,
235,1000,0.01,5,1,
236,1000,0.01,5,3,
237,1000,0.01,5,5,
238,1000,0.01,5,7,
239,1000,0.01,5,9,
240,1000,0.01,7,1,
241,1000,0.01,7,3,
242,1000,0.01,7,5,
243,1000,0.01,7,7,
244,1000,0.01,7,9,
245,1000,0.01,9,1,
246,1000,0.01,9,3,
247,1000,0.01,9,5,
248,1000,0.01,9,7,
249,1000,0.01,9,9,
250,1000,0.001,1,1,1.418
251,1000,0.001,1,3,2.346
252,1000,0.001,1,5,2.815
253,1000,0.001,1,7,4.392
254,1000,0.001,1,9,5.468
255,1000,0.001,3,1,1.57
256,1000,0.001,3,3,1.455
257,1000,0.001,3,5,
258,1000,0.001,3,7,
259,1000,0.001,3,9,
260,1000,0.001,5,1,
261,1000,0.001,5,3,
262,1000,0.001,5,5,
263,1000,0.001,5,7,
264,1000,0.001,5,9,
265,1000,0.001,7,1,
266,1000,0.001,7,3,
267,1000,0.001,7,5,
268,1000,0.001,7,7,
269,1000,0.001,7,9,
270,1000,0.001,9,1,
271,1000,0.001,9,3,
272,1000,0.001,9,5,
273,1000,0.001,9,7,
274,1000,0.001,9,9,
275,1000,1e-05,1,1,1.603
276,1000,1e-05,1,3,1.74
277,1000,1e-05,1,5,3.141
278,1000,1e-05,1,7,4.283
279,1000,1e-05,1,9,4.614
280,1000,1e-05,3,1,1.367
281,1000,1e-05,3,3,1.769
282,1000,1e-05,3,5,2.348
283,1000,1e-05,3,7,3.187
284,1000,1e-05,3,9,3.755
285,1000,1e-05,5,1,1.401
