,Max Iter,Alpha,Num Node 1,Num Node 2,MSE
283,100,1e-05,7,17,6.656
284,100,1e-05,7,19,6.228
285,100,1e-05,7,21,6.34
286,100,1e-05,9,1,8.532
287,100,1e-05,9,3,8.184
288,100,1e-05,9,5,7.717
289,100,1e-05,9,7,10.015
290,100,1e-05,9,9,8.722
291,100,1e-05,9,11,7.892
292,100,1e-05,9,13,7.103
293,100,1e-05,9,15,8.561
294,100,1e-05,9,17,8.719
295,100,1e-05,9,19,7.929
296,100,1e-05,9,21,7.888
297,100,1e-05,11,1,11.972
298,100,1e-05,11,3,10.481
299,100,1e-05,11,5,13.811
300,100,1e-05,11,7,11.295
301,100,1e-05,11,9,13.686
302,100,1e-05,11,11,13.002
303,100,1e-05,11,13,10.927
304,100,1e-05,11,15,11.784
305,100,1e-05,11,17,14.71
306,100,1e-05,11,19,11.871
307,100,1e-05,11,21,13.07
308,100,1e-05,13,1,15.213
309,100,1e-05,13,3,17.82
310,100,1e-05,13,5,15.085
311,100,1e-05,13,7,17.757
312,100,1e-05,13,9,18.336
313,100,1e-05,13,11,15.0
314,100,1e-05,13,13,14.287
315,100,1e-05,13,15,14.771
316,100,1e-05,13,17,13.594
317,100,1e-05,13,19,19.212
318,100,1e-05,13,21,16.735
319,100,1e-05,15,1,19.594
320,100,1e-05,15,3,21.745
321,100,1e-05,15,5,22.475
322,100,1e-05,15,7,19.54
323,100,1e-05,15,9,19.654
324,100,1e-05,15,11,17.858
325,100,1e-05,15,13,21.464
326,100,1e-05,15,15,21.541
327,100,1e-05,15,17,22.323
328,100,1e-05,15,19,20.567
329,100,1e-05,15,21,17.927
330,100,1e-05,17,1,25.736
331,100,1e-05,17,3,25.213
332,100,1e-05,17,5,27.524
333,100,1e-05,17,7,26.886
334,100,1e-05,17,9,21.253
335,100,1e-05,17,11,28.957
336,100,1e-05,17,13,30.079
337,100,1e-05,17,15,28.767
338,100,1e-05,17,17,25.265
339,100,1e-05,17,19,28.94
340,100,1e-05,17,21,25.13
341,100,1e-05,19,1,33.059
342,100,1e-05,19,3,33.928
343,100,1e-05,19,5,30.869
344,100,1e-05,19,7,28.352
345,100,1e-05,19,9,31.238
346,100,1e-05,19,11,29.534
347,100,1e-05,19,13,29.497
348,100,1e-05,19,15,31.986
349,100,1e-05,19,17,
350,100,1e-05,19,19,32.994
351,100,1e-05,19,21,29.523
352,100,1e-05,21,1,
353,100,1e-05,21,3,40.419
354,100,1e-05,21,5,
355,100,1e-05,21,7,33.917
356,100,1e-05,21,9,42.805
357,100,1e-05,21,11,
358,100,1e-05,21,13,
359,100,1e-05,21,15,
360,100,1e-05,21,17,41.375
361,100,1e-05,21,19,
362,100,1e-05,21,21,39.901
363,100,1e-07,1,1,1.742
364,100,1e-07,1,3,1.668
365,100,1e-07,1,5,1.581
366,100,1e-07,1,7,1.764
367,100,1e-07,1,9,1.319
368,100,1e-07,1,11,1.574
369,100,1e-07,1,13,1.594
370,100,1e-07,1,15,1.598
371,100,1e-07,1,17,1.633
372,100,1e-07,1,19,1.547
373,100,1e-07,1,21,1.683
374,100,1e-07,3,1,2.758
375,100,1e-07,3,3,3.002
376,100,1e-07,3,5,2.619
377,100,1e-07,3,7,2.542
378,100,1e-07,3,9,2.841
379,100,1e-07,3,11,2.277
380,100,1e-07,3,13,2.45
